id,Kanji,Strokes,Grade,"Kanji Classification",JLPT-test,"Name of Radical","Reading within Joyo","Reading beyond Joyo","# of On","On within Joyo","Kanji ID in Nelson","# of Meanings of On","Translation of On","# of Kun within Joyo with inflections","# of Kun within Joyo without inflections","Kun within Joyo","# of Meanings of Kun","Translation of Kun","Year of Inclusion"
1370,築,16,5,"形声 Phonetic",2,"Take, Takekanmuri",チク、きず-く,,1,chiku,4343,2,"build, construct",1,1,kizu(ku),2,"build, construct",1981
1371,秩,10,7,"形声 Phonetic",1,"Nogi, Nogihen",チツ,,1,chitsu,4135,2,"salary; order",0,0,-,0,-,1981
1372,窒,11,7,"形声 Phonetic",1,"Ana, Anakanmuri",チツ,,1,chitsu,4200,2,"plug up, obstruct",0,0,-,0,-,1981
1373,茶,9,2,"形声 Phonetic",3,Kusakanmuri,チャ、サ,タ,2,"cha, 	sa",5033,4,"tea; tea plant; tea leaves, light brown",0,0,-,0,-,1981
1374,着,12,3,"形声 Phonetic",3,Hitsuji,チャク、[ジャク]、き-る、き-せる、つ-く、つ-ける,,2,"chaku, [jaku]",3938,3,"arrival, finish (in a race); race counter ",4,2,"ki(ru), ki(seru), tsu(ku), tsu(keru)",14,"put on, wear. clothe, dress; cover, plate, coat, gild; veneer; blame for, impute a crime to. arrive at, reach, attain to",1981
1375,嫡,14,7,"形声 Phonetic",1,"Onna, Onnahen",チャク,,1,chaku,1263,4,"legitimacy; legitimate child; legitimate wife; direct descent",0,0,-,0,-,1981
1376,中,4,1,"象形 Pictographic",4,Boo,チュウ、[ジュウ]、なか,うち、あ,1,"chuu, [jyuu]",28,8,"center, middle; middle (course); (golden) mean; medium, mediocrity, average; second volume (of three) ",1,1,naka,6,"inside, interior, midst, middle, mean, midway ",1981
1377,仲,6,4,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",チュウ、なか,,1,chuu,140,2,"relation, relationship",1,1,naka,2,"relation, relationship",1981
1378,虫,6,1,"会意 Com. Ideographic",2,"Mushi, Mushihen",チュウ、むし,,1,chuu,5275,8,"worm, vermin, bug, insect; temper; nervousness, peevishness; bad company ",1,1,mushi,8,"worm, vermin, bug, insect; temper; nervousness, peevishness; bad company ",1981
1379,沖,7,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",チュウ、おき,,1,chuu,3065,2,"offing, open sea",1,1,oki,2,"offing, open sea",1981
1380,宙,8,6,"形声 Phonetic",2,Ukanmuri,チュウ,,1,chuu,1318,7,"air, space, mid-air, sky, heaven; memorization; interval of time",0,0,-,0,-,1981
1381,忠,8,6,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",チュウ,,1,chuu,1801,4,"loyalty, devotion, fidelity, faithfulness",0,0,-,0,-,1981
1382,抽,8,7,"形声 Phonetic",1,Tehen,チュウ,ひ,1,chuu,2119,3,"pull; extract; excel",0,0,-,0,-,1981
1383,注,8,3,"形声 Phonetic",3,"Mizu, Sanzui, Shitamizu",チュウ、そそ-ぐ,つ,1,chuu,3103,3,"notes, comment; N.B.",1,1,soso(gu),9,"pour into, pour on, irrigate, sprinkle; shed (tears). (rain) falls; flow into; pay attention to, concentrate on ",1981
1384,昼,9,2,"会意 Com. Ideographic",3,"Nichi, Nichihen",チュウ、ひる,,1,chuu,2450,2,"daytime, midday",1,1,hiru,3,"daytime, midday, noon",1981
1385,柱,9,3,"形声 Phonetic",2,"Ki, Kihen",チュウ、はしら,,1,chuu,2631,4,"cylinder, supports for strings on a lute; pillar, post",1,1,hashira,9,"pillar, column, post, pole; support, prop, stay; sole support; counter for Shinto gods",1981
1386,衷,10,7,"形声 Phonetic",1,"Koromo, Koromohen",チュウ,,1,chuu,31,3,"heart, mind; inside",0,0,-,0,-,1981
1387,酎,10,7,"形声 Phonetic",-,"Tori, Torihen",チュウ,,1,chuu,6161,1,sak_,0,0,-,0,-,2010
1388,鋳,15,7,"形声 Phonetic",1,"Kane, Kanehen",チュウ、い-る,ス,1,chuu,6280,1,casting,1,1,i(ru),3,"cast, mint, coin",1981
1389,駐,15,7,"形声 Phonetic",2,"Uma, Umahen",チュウ,,1,chuu,6745,2,"stop, reside in",0,0,-,0,-,1981
1390,著,11,6,"形声 Phonetic",2,Kusakanmuri,チョ、あらわ-す、いちじる-しい,,1,cho,5098,1,"literary work",2,2,"arawa(su), ichijiru(shii)",4,"write, publish. remarkable, phenomenal",1981
1391,貯,12,4,"形声 Phonetic",2,"Kai, Kaihen",チョ,たくわ,1,cho,5791,5,"store, lay in stock, save, keep, wear (a mustache)",0,0,-,0,-,1981
1392,丁,2,3,"象形 Pictographic",1,Ichi,チョウ、テイ,ひのと,2,"tei, 	choo",2,5,"fourth; adult male; servant. counter for guns, tools, orders of food, leaves, blocks or cakes of something; even number",0,0,-,0,-,1981
1393,弔,4,7,"象形 Pictographic",1,"Yumi, Yumihen",チョウ、とむら-う,,1,choo,1680,1,mourning,1,1,tomura(u),3,"mourn for; hold a memorial service for; condole",1981
1394,庁,5,6,"形声 Phonetic",2,Madare,チョウ,,1,choo,1603,1,"government office",0,0,-,0,-,1981
1395,兆,6,4,"象形 Pictographic",2,Hitoashi,チョウ、きざ-す、きざ-し,,1,choo,346,5,"sign, omen, indication, portent; trillion",2,1,"kiza(su), kiza(shi)",4,"show a signs or symptoms of. signs, omen, symptoms",1981
1396,町,7,1,"形声 Phonetic",3,"Ta, Tahen",チョウ、まち,,1,choo,3729,5,"town; block; street; 2.45 acres; 119 yards",1,1,machi,3,"town; quarters; street",1981
1397,長,8,2,"象形 Pictographic",4,Nagai,チョウ、なが-い,たけ、おさ、まさ、た,1,choo,6379,11,"head, chief, headman, commander, director, manager; merit, forte, advantage; superiority; length ",1,1,naga(i),2,"long, lengthy",1981
1398,挑,9,7,"形声 Phonetic",1,Tehen,チョウ、いど-む,,1,choo,2145,3,"challenge; contend for; make love to",1,1,ido(mu),3,"challenge; contend for; make love to",1981
1399,帳,11,3,"形声 Phonetic",1,"Haba, Kinben",チョウ,とばり,1,choo,1568,5,"notebook; account book; register; album; curtain dividing a room",0,0,-,0,-,1981
1400,張,11,5,"形声 Phonetic",1,"Yumi, Yumihen",チョウ、は-る,,1,choo,1694,1,"counter for bows and stringed instruments",1,1,ha(ru),29,"put up (a tent); stretch, spread, string, tighten; cover, line; strain; square (elbows); give (a banquet); run (a store); stake (money); display; slap, box, spank; lay (flooring); insist on (one's own way); guard; run after (a girl); fill (with water). swell, be full; form (ice); be expensive; increase; be heavy; grow stiff; brace up",1981
1401,彫,11,7,"会意 Com. Ideographic",1,Sanzukuri,チョウ、ほ-る,え,1,choo,1719,1,carving,1,1,ho(ru),4,"carve, engrave, sculpture, inscribe",1981
1402,眺,11,7,"形声 Phonetic",1,"Me, Mehen",チョウ、なが-める,,1,choo,3933,4,"watch, look at, see; scrutinize",1,1,naga(meru),4,"watch, look at, see; scrutinize",1981
1403,釣,11,7,"形声 Phonetic",1,"Kane, Kanehen",チョウ、つ-る,,1,choo,6224,5,"angle, fish, catch; decoy, allure ",1,1,tsu(ru),5,"angle, fish, catch; decoy, allure ",1981
1404,頂,11,6,"形声 Phonetic",2,Oogai,チョウ、いただ-く、いただき,,1,choo,6616,6,"head; top of the head; top, summit, peak; spire ",2,2,"itada(ku), itadaki",10,"be crowned with, wear; live under (a ruler); install (a president); receive, accept; buy; take, eat, drink ",1981
1405,鳥,11,2,"象形 Pictographic",3,Tori,チョウ、とり,,1,choo,6931,1,bird,1,1,tori,3,"bird, chicken, fowl",1981
1406,朝,12,2,"会意 Com. Ideographic",3,"Tsuki, Tsukihen",チョウ、あさ,,1,choo,4838,6,"dynasty; reign, regime; period, epoch; the court ",1,1,asa,2,"morning, forenoon",1981
1407,貼,12,7,"形声 Phonetic",1,"Kai, Kaihen",チョウ、は-る,,1,choo,5787,1,"counter for medicine packages",1,1,ha(ru),6,"stick, paste, affix, post, paper, apply (tile, etc.)",2010
1408,超,12,7,"形声 Phonetic",2,"Hashiru, Soonyoo",チョウ、こ-える、こ-す,,1,choo,5852,2,"super-, ultra-",2,1,"ko(eru), ko(su)",5,"cross; go beyond; exceed; clear (an obstacle); overstep (authority)",1981
1409,腸,13,4,"形声 Phonetic",1,"Niku, Nikuzuki",チョウ,はらわた,1,choo,4849,4,"intestines, bowels, entrails; digestive system in lower animals",0,0,-,0,-,1981
1410,跳,13,7,"形声 Phonetic",1,"Ashi, Ashihen",チョウ、は-ねる、と-ぶ,,1,choo,5877,14,"leap, spring up; hop; jerk, prance, buck; bound; spatter, splash; snap, crack, sputter; close, be over ",2,2,"ha(neru), to(bu)",19,"leap, spring up; hop; jerk, prance, buck; bound; spatter, splash; snap, crack, sputter; close, be over. jump, spring, bound, vault, hop ",1981
1411,徴,14,7,"会意 Com. Ideographic",1,Gyooninben,チョウ,,1,choo,1768,3,"sign, symptom, omen",0,0,-,0,-,1981
1412,嘲,15,7,"形声 Phonetic",-,"Kuchi, Kuchihen",チョウ、あざけ-る,,1,choo,897,2,"rudicule, insult",1,1,azake(ru),2,"rudicule, insult",2010
1413,潮,15,6,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",チョウ、しお,うしお,1,choo,3336,3,"tide; salt water; opportunity",1,1,shio,3,"tide; salt water; opportunity",1981
1414,澄,15,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",チョウ、す-む、す-ます,,1,choo,3333,3,"be clear, become clear, clarify",2,1,"su(mu), su(masu)",7,"be clear, become clear, clarify. clear, settle; strain (one's ears); look grave",1981
1415,調,15,3,"形声 Phonetic",2,"Gon, Gonben",チョウ、しら-べる、ととの-う、ととの-える,つき,1,choo,5647,6,"tune, tone, meter; key (in music); style of writing; tax in kind ",3,2,"shira(beru), totono(u), totono(eru)",30,"test, examine, investigate, survey, check up; inspect, overhaul; search for; look up (a word); refer to (a book); interrogate; correct (papers); play (on an instrument). prepare, arrange; fill (orders); supply; raise (money); put in order, tidy up, adjust (clothes); regulate; settle; purchase. be prepared, be arranged, be in order, be adjusted, be well regulated; be settled ",1981
1416,聴,17,7,"会意 Com. Ideographic",1,"Mimi, Mimihen",チョウ、き-く,,1,choo,4740,1,"careful inquiry",1,1,ki(ku),5,"hear, listen to, learn of; inquire; follow advice ",1981
1417,懲,18,7,"形声 Phonetic",1,"Kokoro, Risshinben, Shitagokoro",チョウ、こ-りる、こ-らす、こ-らしめる,,1,choo,2006,3,"chastise, punish, discipline",3,1,"ko(riru), ko(rasu), ko(rashimeru)",5,"chastise, punish, discipline. learn by experience; be disgusted with",1981
1418,直,8,2,"会意 Com. Ideographic",2,"Me, Mehen",チョク、ジキ、ただ-ちに、なお-す、なお-る,た、だ,2,"choku, 	jiki",3908,6,"honesty, frankness; simplicity; correctness; being straight; night duty ",3,2,"tada(chini), nao(su), nao(ru)",23,"be mended; get well; be restored; return to normal; be installed (as a legal wife); change (from third to second class). mend, repair, put in order, reform, correct; revise, amend; re-do, alter; cure; restore; adjust, regulate; convert (money). immediately, directly, in person",1981
1419,勅,9,7,"会意 Com. Ideographic",1,Chikara,チョク,みことのり,1,choku,540,1,"imperial decree",0,0,-,0,-,1981
1420,捗,10,7,"形声 Phonetic",-,Tehen,チョク,はかど,1,choku,2161,1,"make progress",0,0,-,0,-,2010
1421,沈,7,7,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",チン、しず-む、しず-める,ジン,1,chin,3069,1,aloes,2,1,"shizu(mu), shizu(meru)",8,"sink, be submerged; subside, cave in; feel depressed, be overcome with. submerge, immerse",1981
1422,珍,9,7,"形声 Phonetic",2,"Tama, Oo",チン、めずら-しい,,1,chin,3631,3,"rare, curious, strange",1,1,mezura(shii),7,"new, novel, rare, strange, curious, unusual; nice (gift)",1981
1423,朕,10,7,"会意 Com. Ideographic",-,"Tsuki, Tsukihen",チン,,1,chin,4797,1,"imperial we",0,0,-,0,-,1981
1424,陳,11,7,"会意 Com. Ideographic",1,Kozatohen,チン,ジン、の,1,chin,6457,3,"state, relate, explain",0,0,-,0,-,1981
1425,賃,13,6,"形声 Phonetic",1,"Kai, Kaihen",チン,,1,chin,5802,7,"hire, rent, wages, fare, freight, charge, fee",0,0,-,0,-,1981
1426,鎮,18,7,"形声 Phonetic",1,"Kane, Kanehen",チン、しず-める、しず-まる,,1,chin,6328,1,"ancient garrisons for peace-preservation",2,1,"shizu(meru), shizu(maru)",13,"get quiet, calm down, grow still; subside, die down; be suppressed. calm, pacify; soothe, alleviate; appease; suppress, quell",1981
1427,追,9,3,"会意 Com. Ideographic",2,Shinnyoo,ツイ、お-う,,1,tsui,6042,5,"drive away; chase; drive (cattle); follow, persue (pleasure)",1,1,o(u),5,"drive away; chase; drive (cattle); follow, persue (pleasure)",1981
1428,椎,12,7,"形声 Phonetic",-,"Ki, Kihen",ツイ,しい,1,tsui,2742,2,"hammer, mallet",0,0,-,0,-,2010
1429,墜,15,7,"会意 Com. Ideographic",1,"Tsuchi, Tsuchihen",ツイ,お,1,tsui,1082,1,fall,0,0,-,0,-,1981
1430,通,10,2,"形声 Phonetic",3,Shinnyoo,ツウ、[ツ]、とお-る、とお-す、かよ-う,ドウ,2,"tsuu, [tsu]",6063,2,"pass; expert",3,2,"too(ru), too(su), kayo(u)",38,"walk along, pass by; pass through; pass (exams); be knows as; be admissible; come in; be understood; reach; draw (on a piece); drain (as a sink); be consistent. let (someone) pass; pass (something) through; make way for; let in, admit; usher in; cut through; pierce; permeate, penetrate; carry one's point; persist in; look over (a book); keep on doing, continue; pose as; pass (a law); order (a meal). commute; attend (school); ply between; frequent (a place); go (for treatments); circulate; breathe; be charged with ",1981
1431,痛,12,6,"形声 Phonetic",2,Yamaidare,ツウ、いた-い、いた-む、いた-める,,1,tsuu,3814,1,pain,3,1,"ita(i), ita(mu), ita(meru)",18,"feel a pain, hurt; be hurt, be damaged, be spoiled, be bruised, wear out, be worn out. injure, impair, spoil, worry, bother, afflict, cause pain. painful, sore; trying ",1981
1432,塚,12,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",つか,,0,-,1048,0,-,1,1,tsuka,3,"mound, hillock, tumulus",1981
1433,漬,14,7,"形声 Phonetic",1,"Mizu, Sanzui, Shitamizu",つ-ける、つ-かる,,0,-,3301,0,-,2,1,"tsu(keru), tsu(karu)",11,"soak, moisten, steep; pickle, preserve, add (salt) to. be soaked in; be submerged; be flooded; take a dip; be seasoned ",1981
1434,坪,8,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",つぼ,,0,-,998,0,-,1,1,tsubo,1,"area about 36 square feet",1981
1435,爪,4,7,"象形 Pictographic",1,Tsumekanmuri,つめ、[つま],が,0,-,3509,0,-,2,2,"tsume, [tsuma]",7,"nail, claw, talon, hoof; hook, catch; plectrum",2010
1436,鶴,21,7,"形声 Phonetic",-,Tori,つる,カク,1,tsuru,6995,2,"crane, stork",0,0,-,0,-,2010
1437,低,7,4,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",テイ、ひく-い、ひく-める、ひく-まる,,1,tei,166,1,low,3,1,"hiku(i), hiku(meru), hiku(maru)",6,"low, short; humble; low (voice)",1981
1438,呈,7,7,"会意 Com. Ideographic",1,"Kuchi, Kuchihen",テイ,,1,tei,734,6,"offer, present; send (a letter);  exhibit; develop (symptoms); assume (airs)",0,0,-,0,-,1981
1439,廷,7,7,"形声 Phonetic",1,Ennyoo,テイ,,1,tei,1654,2,"imperial court, government office",0,0,-,0,-,1981
1440,弟,7,2,"象形 Pictographic",3,"Yumi, Yumihen",テイ、[ダイ]、[デ]、おとうと,,3,"tei, [dai], [de]",1685,3,"younger brother, faithful service to those older; brotherly affection",1,1,otooto,1,"younger brother",1981
1441,定,8,3,"会意 Com. Ideographic",2,Ukanmuri,テイ、ジョウ、さだ-める、さだ-まる、さだ-か,,2,"tei, 	joo",1323,4,"deciding. be decided, be settled, quiet down",3,1,"sada(meru), sada(maru), sada(ka)",26,"be decided, be settled, quiet down. establish, lay down, stipulate; decide, determine; appoint, set (a date); pacify. sure, positive; accurate; reliable; sound, firm; clear, evident; genuine; able, competent; sober, sane; I think; if I remember right",1981
1442,底,8,4,"形声 Phonetic",2,Madare,テイ、そこ,,1,tei,1612,4,"bottom, base; kind, sort ",1,1,soko,5,"bottom; sole; depth, bowels (of the earth); bottom price",1981
1443,抵,8,7,"形声 Phonetic",1,Tehen,テイ,,1,tei,2120,3,"touch, reach, resist",0,0,-,0,-,1981
1444,邸,8,7,"形声 Phonetic",1,Oozato,テイ,やしき,1,tei,6134,2,"mansion, residence",0,0,-,0,-,1981
1445,亭,9,7,"象形 Pictographic",1,Nabebuta,テイ,チン,1,tei,96,7,"restaurant; mansion; arbor; cottage; vaudeville, music hall, stage name",0,0,-,0,-,1981
1446,貞,9,7,"会意 Com. Ideographic",1,"Kai, Kaihen",テイ,ジョウ,1,tei,5768,3,"chastity; constancy; righteousness",0,0,-,0,-,1981
1447,帝,9,7,"象形 Pictographic",1,"Haba, Kinben",テイ,タイ、みかど,1,tei,1560,3,"emperor; the god of heaven; the creator",0,0,-,0,-,1981
1448,訂,9,7,"形声 Phonetic",1,"Gon, Gonben",テイ,,1,tei,5553,2,"correct; decide",0,0,-,0,-,1981
1449,庭,10,3,"形声 Phonetic",2,Madare,テイ、にわ,,1,tei,1618,3,"yard, courtyard, garden",1,1,niwa,3,"yard, courtyard, garden",1981
1450,逓,10,7,"形声 Phonetic",1,Shinnyoo,テイ,,1,tei,6055,2,"in turn; sending (parcels) in feudal times",0,0,-,0,-,1981
1451,停,11,4,"形声 Phonetic",2,"Hito, Ninben, Hitoyane",テイ,,1,tei,273,1,stopping,0,0,-,0,-,1981
1452,偵,11,7,"形声 Phonetic",1,"Hito, Ninben, Hitoyane",テイ,,1,tei,270,1,spy,0,0,-,0,-,1981
1453,堤,12,7,"形声 Phonetic",1,"Tsuchi, Tsuchihen",テイ、つつみ,,1,tei,1054,3,"dike, bank, embankment",1,1,tsutsumi,3,"dike, bank, embankment",1981
1454,提,12,5,"形声 Phonetic",1,Tehen,テイ、さ-げる,ダイ、ひっさ、ひ,1,tei,2237,2,"take along, carry in the hand",1,1,sa(geru),2,"take along, carry in the hand",1981
1455,程,12,5,"形声 Phonetic",2,"Nogi, Nogihen",テイ、ほど,,1,tei,4144,4,"degree; law; formula; distance",1,1,hodo,9,"limits, limit, extent, degree; moderation; social status; distance; time; amount",1981
1456,艇,13,7,"形声 Phonetic",1,"Fune, Funehen",テイ,,1,tei,4941,1,"small boat",0,0,-,0,-,1981
1457,締,15,7,"形声 Phonetic",1,"Ito, Itohen",テイ、し-まる、し-める,,1,tei,4549,9,"tie, tighten; wring, constrict, strangle; shut; total; control strictly; rebuke ",2,1,"shi(maru), shi(meru)",17,"tie, tighten; wring, constrict, strangle; shut; total; control strictly; rebuke. be shut, be locked, be fastened; be tight, be firm; become sober, reform; be thrifty ",1981
1458,諦,16,7,"形声 Phonetic",-,"Gon, Gonben",テイ、あきら-める,タイ,1,tei,5663,4,"abandon, give up, resign to, be reconciled to",1,1,akira(meru),4,"abandon, give up, resign to, be reconciled to",2010
1459,泥,8,7,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",デイ、どろ,なず,1,dei,3105,2,"mud, mire",1,1,doro,5,"mud, mire, dirt, slush; disgrace",1981
1460,的,8,4,"形声 Phonetic",2,Shiro,テキ、まと,,1,teki,3867,5,"mark, target; object; the point. adjective ending",1,1,mato,4,"mark, target; object; the point",1981
1461,笛,11,3,"形声 Phonetic",1,"Take, Takekanmuri",テキ、ふえ,,1,teki,4268,1,flute,1,1,fue,9,"flute, pipe, clarinet, whistle, fife, pitch pipe, bagpipe, piccolo",1981
1462,摘,14,7,"形声 Phonetic",1,Tehen,テキ、つ-む,,1,teki,2266,4,"pick, pinch; hold in the fingers; summarize",1,1,tsu(mu),7,"pick, pluck, pull out; trim, clip, nip; gather",1981
1463,滴,14,7,"形声 Phonetic",2,"Mizu, Sanzui, Shitamizu",テキ、しずく、したた-る,,1,teki,3299,1,drop,2,2,"shizuku, shitata(ru)",3,"drop. drip, trickle",1981
1464,適,14,5,"形声 Phonetic",2,Shinnyoo,テキ,かな,1,teki,6107,1,suitable,0,0,-,0,-,1981
1465,敵,15,5,"形声 Phonetic",1,Nobun,テキ、かたき,,1,teki,2359,3,"enemy, foe, opponent",1,1,kataki,3,"enemy; competitor; revenge",1981
1466,溺,13,7,"形声 Phonetic",-,"Mizu, Sanzui, Shitamizu",デキ、おぼ-れる,,1,deki,3271,2,"drown, indulge in",1,1,obo(reru),2,"drown, indulge in",2010
1467,迭,8,7,"形声 Phonetic",1,Shinnyoo,テツ,,1,tetsu,6029,1,alternation,0,0,-,0,-,1981
1468,哲,10,7,"形声 Phonetic",1,"Kuchi, Kuchihen",テツ,あき,1,tetsu,811,1,clear,0,0,-,0,-,1981
1469,鉄,13,3,"形声 Phonetic",2,"Kane, Kanehen",テツ,くろがね,1,tetsu,6253,4,"iron, steel; reddish black, iron blue",0,0,-,0,-,1981
1470,徹,15,7,"形声 Phonetic",1,Gyooninben,テツ,とお,1,tetsu,1771,1,clear,0,0,-,0,-,1981
1471,撤,15,7,"形声 Phonetic",1,Tehen,テツ,,1,tetsu,2280,6,"withdraw; disarm (a ship); dismantle (a fort); remove, reject, exclude",0,0,-,0,-,1981
1472,天,4,1,"象形 Pictographic",4,Dai,テン、あめ、[あま],,1,ten,1138,13,"sky, air, heavens, celestial sphere, firmament; heaven, Providence, God, Nature; destiny; weather; top; beginning ",2,2,"ame, [ama]",3,"sky, heaven. Heavenly",1981
1473,典,8,4,"会意 Com. Ideographic",1,Hachi,テン,のり、つね,1,ten,375,3,"ceremony, celebration; law code",0,0,-,0,-,1981
1474,店,8,2,"形声 Phonetic",3,Madare,テン、みせ,たな、だな,1,ten,1613,2,"shop, store",1,1,mise,3,"shop, store, booth",1981
1475,点,9,2,"形声 Phonetic",2,"Hi, Hihen, Renga",テン,,1,ten,3412,13,"point; mark; score, run; speck; stain; defect; a detail; standpoint; items, pieces; decimal point; vote",0,0,-,0,-,1981
