id,"Comp. Word",Frequency,"Grammatical Feature",Pronunciation,"English Translation",Position,Kanji,KanjiID
12151,薄手,123,"general noun",usude,"of thin make",R,手,863
12821,応手,102,"general noun",oosyu,response,R,手,863
13083,初手,95,"general noun",syote,beginning,R,手,863
14346,義手,67,"general noun",gisyu,"artificial arm",R,手,863
14682,奇手,61,"general noun",kisyu,"surprise move",R,手,863
15002,本手,57,"general noun",honte,"one's true ability",R,手,863
15242,男手,53,"general noun",otokode,"man's handwriting",R,手,863
15290,射手,52,"general noun",syasyu,archer,R,手,863
15598,勝手,48,"general noun",katte,"one's own convenience",R,手,863
15755,深手,46,"general noun",hukade,"severe wound",R,手,863
15770,長手,46,"general noun",nagate,longish,R,手,863
15845,得手,45,"general noun",ete,forte,R,手,863
16810,熊手,34,"general noun",kumade,rake,R,手,863
17630,中手,27,"general noun",nakate,"mid-season crops",R,手,863
17851,古手,25,"general noun",hurute,"disused article",R,手,863
18482,十手,21,"general noun",zitte,"short truncheon with a hook made of metal or wood",R,手,863
19011,双手,18,"general noun",soosyu,"both hands",R,手,863
19038,徒手,18,"general noun",tosyu,"being empty-handed",R,手,863
19310,安手,16,"adjectival noun, na-adjective",yasude,"cheap kind",R,手,863
19356,継手,16,"general noun",tugite,"a coupler",R,手,863
19488,魔手,16,"general noun",masyu,"evil influence",R,手,863
19709,落手,15,"light-verb -suru attached",rakusyu,receive,R,手,863
19991,奥手,13,"general noun",okute,"late-growing rice",R,手,863
20455,砲手,12,"general noun",hoosyu,"a gunner",R,手,863
21380,副手,9,"general noun",hukusyu,assistant,R,手,863
21768,柏手,8,"general noun",kasiwade,"clapping one's hands in prayer",R,手,863
21776,番手,8,"general noun",bante,count,R,手,863
21922,懐手,7,"general noun",hutokorode,"with hands in pockets",R,手,863
22030,国手,7,"general noun",kokusyu,"skilled physician",R,手,863
22347,引手,6,"general noun",hikite,knob,R,手,863
23006,鼓手,5,"general noun",kosyu,drummer,R,手,863
23023,綱手,5,"general noun",tunade,"mooring rope",R,手,863
23461,駅手,4,"general noun",ekisyu,"station worker",R,手,863
23526,技手,4,"general noun",gisyu,"assistant engineer",R,手,863
23879,敵手,4,"general noun",tekisyu,rival,R,手,863
24468,諸手,3,"general noun",morote,"both hands",R,手,863
24553,隻手,3,"general noun",sekisyu,"one arm",R,手,863
24694,読手,3,"general noun",yomite,reader,R,手,863
24722,買手,3,"general noun",kaite,buyer,R,手,863
24770,浜手,3,"general noun",hamate,"place near the beach",R,手,863
25256,警手,2,"general noun",keisyu,guard,R,手,863
25278,遣手,2,"general noun",yarite,doer,R,手,863
25630,舵手,2,"general noun",dasyu,helmsman,R,手,863
25815,八手,2,"general noun",yatude,"Japanese fatsia",R,手,863
25936,凡手,2,"general noun",bonsyu,"mediocre ability",R,手,863
25951,無手,2,"general noun",mute,empty-handed,R,手,863
26103,拱手,2,"light-verb -suru attached",koosyu,"folding one's arms",R,手,863
26172,衣手,1,"general noun",koromode,sleeve,R,手,863
26411,弓手,1,"general noun",yunde,"one's left hand",R,手,863
26846,酒手,1,"general noun",sakate,"drinking money",R,手,863
26864,重手,1,"general noun",omode,"serious wound",R,手,863
26940,乗手,1,"general noun",norite,passenger,R,手,863
27395,把手,1,"general noun",totte,handle,R,手,863
27433,抜手,1,"general noun",nukite,"overarm stroke",R,手,863
27866,搦手,1,"general noun",karamete,"rear gate",R,手,863
193,主張,43845,"light-verb -suru attached",syutyoo,claim,L,主,864
267,主義,36357,"general noun",syugi,doctrine,L,主,864
369,主催,28470,"light-verb -suru attached",syusai,sponsorship,L,主,864
522,主要,21572,"adjectival noun, na-adjective",syuyoo,chief,L,主,864
595,主婦,19460,"general noun",syuhu,housewife,L,主,864
618,主導,18790,"light-verb -suru attached",syudoo,leadership,L,主,864
948,主席,12342,"general noun",syuseki,head,L,主,864
1274,主将,8826,"general noun",syusyoo,commander-in-chief,L,主,864
1354,主力,8123,"general noun",syuryoku,"main force",L,主,864
1624,主体,6421,"general noun",syutai,"main constituent",L,主,864
1675,主演,6178,"light-verb -suru attached",syuen,starring,L,主,864
1835,主権,5508,"general noun",syuken,sovereignty,L,主,864
1948,主任,5034,"general noun",syunin,"person in charge",L,主,864
1972,主役,4913,"general noun",syuyaku,"leading part",L,主,864
2090,主流,4507,"adjectival noun, na-adjective",syuryuu,mainstream,L,主,864
2299,主人,3970,"general noun",syuzin,head,L,主,864
2583,主宰,3360,"light-verb -suru attached",syusai,supervision,L,主,864
4130,主戦,1564,"general noun",syusen,"advocacy of war",L,主,864
4341,主砲,1417,"general noun",syuhoo,"main battery",L,主,864
4512,主審,1335,"general noun",syusin,"chief umpire",L,主,864
4515,主題,1333,"general noun",syudai,subject,L,主,864
5091,主因,1075,"general noun",syuin,"primary cause",L,主,864
5400,主幹,950,"general noun",syukan,"chief editor",L,主,864
5415,主軸,946,"general noun",syuziku,"main spindle",L,主,864
5903,主眼,788,"general noun",syugan,"main point",L,主,864
6475,主食,643,"general noun",syusyoku,"staple food",L,主,864
6512,主計,634,"general noun",syukei,paymaster,L,主,864
6532,主管,629,"light-verb -suru attached",syukan,supervision,L,主,864
6692,主筆,598,"general noun",syuhitu,editor-in-chief,L,主,864
7451,主観,474,"general noun",syukan,subjectivity,L,主,864
7684,主意,439,"general noun",syui,"main meaning",L,主,864
7718,主査,434,"general noun",syusa,"chief examiner or investigator",L,主,864
7913,主犯,408,"general noun",syuhan,"principal offence",L,主,864
8144,主事,379,"general noun",syuzi,manager,L,主,864
8476,主文,346,"general noun",syubun,"the text",L,主,864
8599,主務,332,"general noun",syumu,competent,L,主,864
9329,主教,265,"general noun",syukyoo,bishop,L,主,864
9377,主翼,261,"general noun",syuyoku,"main wings",L,主,864
10696,主夫,180,"general noun",syuhu,house-husband,L,主,864
10971,主語,168,"general noun",syugo,subject,L,主,864
11492,主従,146,"general noun",syuuzyuu,"master and servant",L,主,864
11616,主君,141,"general noun",syukun,lord,L,主,864
12165,主菜,122,"general noun",syusai,"main dish",L,主,864
12477,主著,112,"general noun",syutyo,work,L,主,864
15149,主唱,54,"light-verb -suru attached",syusyoo,advocacy,L,主,864
16001,主客,43,"general noun",syukaku,"host and guest",L,主,864
16083,主神,42,"general noun",syusin,"chief god",L,主,864
16257,主部,40,"general noun",syubu,"main part",L,主,864
16430,主賓,38,"general noun",syuhin,"main guest",L,主,864
18171,主峰,23,"general noun",syuhoo,"the highest peak",L,主,864
19193,主家,17,"general noun",syuka,"employer's house",L,主,864
19599,主筋,15,"general noun",syuusuzi,"people close to the head man",L,主,864
20343,主旨,12,"general noun",syusi,meaning,L,主,864
20902,主調,10,"general noun",syutyoo,keynote,L,主,864
23068,主音,5,"general noun",syuon,tonic,L,主,864
23069,主薬,5,"general noun",syuyaku,"principal agent",L,主,864
24426,主格,3,"general noun",syukaku,"nominative case",L,主,864
24427,主潮,3,"general noun",syutyoo,"main current",L,主,864
24428,主謀,3,"general noun",syuboo,plotting,L,主,864
25421,主位,2,"general noun",syui,"first place",L,主,864
25422,主動,2,"general noun",syudoo,leadership,L,主,864
26827,主上,1,"general noun",syuzyoo,emperor,L,主,864
26828,主脈,1,"general noun",syumyaku,"main mountain range",L,主,864
26829,主用,1,"general noun",syuyoo,"the master's business",L,主,864
176,民主,45932,"general noun",minsyu,democracy,R,主,864
843,株主,14166,"general noun",kabunusi,shareholder,R,主,864
977,喪主,12009,"general noun",mosyu,"chief mourner",R,主,864
1021,自主,11496,"general noun",zisyu,independence,R,主,864
3744,店主,1874,"general noun",tensyu,shopkeeper,R,主,864
6629,地主,610,"general noun",zinusi,landlord,R,主,864
7404,君主,481,"general noun",kunsyu,ruler,R,主,864
7693,藩主,438,"general noun",hansyu,"feudal lord",R,主,864
8160,亭主,378,"general noun",teisyu,"household head",R,主,864
8244,盟主,368,"general noun",meisyu,leader,R,主,864
8286,馬主,364,"general noun",basyu,"horse owner",R,主,864
8718,当主,321,"general noun",toosyu,"head of a family",R,主,864
8785,家主,313,"general noun",yanusi,landlord,R,主,864
8891,宗主,304,"general noun",soosyu,suzerain,R,主,864
9129,坊主,282,"general noun",boozu,"Buddhist priest",R,主,864
10056,船主,216,"general noun",sensyu,shipowner,R,主,864
10319,施主,201,"general noun",sesyu,donor,R,主,864
10605,社主,185,"general noun",syasyu,"company head or owner",R,主,864
11325,城主,153,"general noun",zyoosyu,"lord of a castle",R,主,864
11430,荷主,148,"general noun",ninusi,shipper,R,主,864
11533,領主,145,"general noun",ryoosyu,"feudal lord",R,主,864
12883,貸主,101,"general noun",kasinusi,lender,R,主,864
12893,門主,101,"general noun",monsyu,"head priest of temple formerly led by founder of sect",R,主,864
12936,貫主,99,"general noun",kansyu,"chief abbot",R,主,864
13175,神主,93,"general noun",kannusi,"Shinto priest",R,主,864
13459,宿主,86,"general noun",syukusyu,host,R,主,864
14274,名主,69,"general noun",nanusi,"village headman",R,主,864
14550,法主,64,"general noun",hossyu,"high priest",R,主,864
14680,館主,61,"general noun",kansyu,manager,R,主,864
15974,旧主,43,"general noun",kyuusyu,"former lord",R,主,864
16151,座主,41,"general noun",zasu,"temple's head priest",R,主,864
16830,持主,34,"general noun",motinusi,owner,R,主,864
17107,教主,31,"general noun",kyoosyu,"founder of a religious sect",R,主,864
17341,戸主,29,"general noun",kosyu,"head of a household",R,主,864
18099,明主,24,"general noun",meisyu,"wise ruler",R,主,864
18160,祭主,23,"general noun",saisyu,priest,R,主,864
18481,飼主,21,"general noun",kainusi,shepherd,R,主,864
20320,国主,12,"general noun",kokusyu,king,R,主,864
20492,院主,11,"general noun",inzyu,"head of a temple",R,主,864
20543,金主,11,"general noun",kinsyu,"financial backer or supporter",R,主,864
20785,庵主,10,"general noun",ansyu,"owner of a hermitage",R,主,864
21806,無主,8,"general noun",musyu,unowned,R,主,864
21856,僭主,8,"general noun",sensyu,usurper,R,主,864
22687,天主,6,"general noun",tensyu,"Lord of Heaven",R,主,864
23012,公主,5,"general noun",koosyu,princess,R,主,864
23662,斎主,4,"general noun",saisyu,"master of religious ceremonies",R,主,864
24204,願主,3,"general noun",gansyu,"temple petitioner",R,主,864
24311,雇主,3,"general noun",yatoinusi,employer,R,主,864
25418,借主,2,"general noun",karinusi,borrower,R,主,864
25802,買主,2,"general noun",kainusi,buyer,R,主,864
27414,売主,1,"general noun",urinusi,seller,R,主,864
968,守備,12085,"light-verb -suru attached",syubi,defense,L,守,865
7787,守勢,426,"general noun",syusei,defensive,L,守,865
9365,守旧,262,"general noun",syukyuu,conservatism,L,守,865
9887,守護,226,"light-verb -suru attached",syugo,protection,L,守,865
13457,守衛,86,"general noun",syuei,"security guard",L,守,865
20903,守成,10,"general noun",syusei,"building up and maintaining",L,守,865
23711,守役,4,"general noun",moriyaku,nurse,L,守,865
24430,守宮,3,"general noun",yamori,gecko,L,守,865
25423,守株,2,"general noun",syusyu,"lack of innovation",L,守,865
919,保守,12806,"light-verb -suru attached",hosyu,maintenance,R,守,865
2857,順守,2869,"light-verb -suru attached",zyunsyu,compliance,R,守,865
2878,攻守,2842,"general noun",koosyu,"offense and defense",R,守,865
4244,堅守,1491,"light-verb -suru attached",kensyu,"strong defense",R,守,865
5764,留守,824,"light-verb -suru attached",rusu,absence,R,守,865
6025,子守,755,"light-verb -suru attached",komori,babysitter,R,守,865
6090,死守,737,"light-verb -suru attached",sisyu,"defending to the last",R,守,865
6864,好守,567,"general noun",koosyu,"good fielding",R,守,865
6948,看守,549,"general noun",kansyu,jailer,R,守,865
9438,厳守,256,"light-verb -suru attached",gensyu,"strict observance",R,守,865
9925,鎮守,224,"general noun",tinzyu,"local Shinto deity",R,守,865
12885,天守,101,"general noun",tensyu,"castle tower",R,守,865
13501,遵守,85,"light-verb -suru attached",zyunsyu,compliance,R,守,865
15892,固守,44,"light-verb -suru attached",kosyu,clinging,R,守,865
18708,墨守,20,"light-verb -suru attached",bokusyu,adherence,R,守,865
19243,島守,17,"general noun",simamori,"island chief",R,守,865
20043,御守,13,"general noun",omamori,charm,R,守,865
20266,関守,12,"general noun",sekimori,"barrier keeper",R,守,865
20321,国守,12,"general noun",kokusyu,daimyo,R,守,865
20585,山守,11,"general noun",yamamori,"guardian of a mountain",R,守,865
21123,花守,9,"general noun",hanamori,"person who guards flowers",R,守,865
21299,太守,9,"general noun",taisyu,viceroy,R,守,865
21542,宮守,8,"general noun",miyamori,"court or shrine guard",R,守,865
21885,井守,7,"general noun",imori,newt,R,守,865
23909,堂守,4,"general noun",doomori,"temple keeper",R,守,865
24581,操守,3,"general noun",soosyu,constancy,R,守,865
26750,子守,1,"general noun",komori,babysitter,R,守,865
27311,渡守,1,"general noun",watasimori,ferryman,R,守,865
12267,朱色,119,"general noun",syuiro,vermilion,L,朱,866
12641,朱鷺,107,"general noun",toki,"Japanese crested ibis",L,朱,866
17605,朱印,27,"general noun",syuin,"red seal",L,朱,866
19601,朱筆,15,"general noun",syuhitu,"red-ink brush",L,朱,866
19823,朱肉,14,"general noun",syuniku,"thick red ink",L,朱,866
23071,朱書,5,"light-verb -suru attached",syusyo,"writing in red",L,朱,866
23072,朱墨,5,"general noun",syuzumi,"red-ink stick",L,朱,866
25428,朱唇,2,"general noun",syusin,"red lips",L,朱,866
26841,朱欒,1,"general noun",zabon,shaddock,L,朱,866
22643,堆朱,6,"general noun",tuisyu,"red lacquerware with patterns carved in relief",R,朱,866
196,取引,42377,"light-verb -suru attached",torihiki,transactions,L,取,867
292,取材,34235,"light-verb -suru attached",syuzai,"news coverage",L,取,867
751,取得,15648,"light-verb -suru attached",syutoku,acquisition,L,取,867
3094,取締,2529,"light-verb -suru attached",torisimari,control,L,取,867
4631,取組,1274,"general noun",torikumi,bout,L,取,867
4675,取扱,1255,"general noun",toriatukai,treatment,L,取,867
7540,取調,460,"general noun",torisirabe,investigation,L,取,867
7673,取水,440,"general noun",syusui,"drawing water from river or lake",L,取,867
7779,取手,427,"general noun",totte,handle,L,取,867
9064,取次,287,"general noun",toritugi,agency,L,取,867
14244,取消,69,"general noun",torikesi,cancellation,L,取,867
17874,取捨,25,"light-verb -suru attached",syusya,choice,L,取,867
22527,取付,6,"general noun",torituke,installation,L,取,867
24429,取的,3,"general noun",toriteki,"low-ranking unsalaried wrestler",L,取,867
26830,取口,1,"general noun",torikuti,technique,L,取,867
26831,取前,1,"general noun",torimae,share,L,取,867
26832,取柄,1,"general noun",torie,worth,L,取,867
1251,聴取,8963,"light-verb -suru attached",tyoosyu,listening,R,取,867
2505,頭取,3520,"general noun",toodori,president,R,取,867
2733,摂取,3048,"light-verb -suru attached",sessyu,intake,R,取,867
2812,採取,2953,"light-verb -suru attached",saisyu,picking,R,取,867
3057,先取,2575,"light-verb -suru attached",sensyu,"earning the first",R,取,867
3405,詐取,2206,"light-verb -suru attached",sasyu,defrauding,R,取,867
3479,奪取,2116,"light-verb -suru attached",dassyu,usurpation,R,取,867
5096,関取,1073,"general noun",sekitori,divisions,R,取,867
6815,略取,575,"light-verb -suru attached",ryakusyu,abduction,R,取,867
6985,受取,544,"general noun",uketori,receipt,R,取,867
7836,証取,419,"general noun",syootori,"securities exchange",R,取,867
8686,搾取,323,"light-verb -suru attached",sakusyu,exploitation,R,取,867
11760,名取,136,"general noun",natori,"accredited master",R,取,867
12715,進取,105,"general noun",sinsyu,enterprise,R,取,867
13448,看取,86,"light-verb -suru attached",kansyu,"seeing through",R,取,867
16284,買取,40,"general noun",kaitori,purchase,R,取,867
16537,窃取,37,"light-verb -suru attached",sessyu,theft,R,取,867
27044,請取,1,"general noun",uketori,receipt,R,取,867
27741,乱取,1,"general noun",randori,randori,R,取,867
6594,狩猟,616,"light-verb -suru attached",syuryoo,hunting,L,狩,868
14245,狩人,69,"general noun",karyuudo,hunter,L,狩,868
16923,狩場,33,"general noun",kariba,"hunting ground",L,狩,868
21643,狩衣,8,"general noun",kariginu,kariginu,L,狩,868
22384,巻狩,6,"general noun",makigari,hunt,R,狩,868
22650,鷹狩,6,"general noun",takagari,falconry,R,狩,868
2,首相,224822,"general noun",syusyoo,"Prime Minister",L,首,869
208,首脳,41672,"general noun",syunoo,head,L,首,869
533,首位,21213,"general noun",syui,"first place",L,首,869
537,首都,21094,"general noun",syuto,"capital city",L,首,869
1980,首長,4876,"general noun",syutyoo,head,L,首,869
2539,首席,3457,"general noun",syuseki,head,L,首,869
5151,首謀,1054,"light-verb -suru attached",syuboo,plotting,L,首,869
11136,首筋,160,"general noun",kubisuzi,"nape of the neck",L,首,869
11521,首輪,145,"general noun",kubiwa,collar,L,首,869
11706,首班,137,"general noun",syuhan,head,L,首,869
